t,zeta,ground_truth_dim0,ltc_pred_dim0,ground_truth_dim1,ltc_pred_dim1
17.788944,zeta0p8,-0.00035047418,-0.004194423,-2.1047852e-07,-0.00087360054
17.98995,zeta0p8,0.0010318543,-0.0042369966,3.859566e-07,-0.0008925443
18.190954,zeta0p8,-0.00016794508,-0.004316532,-1.4058814e-07,-0.0008958909
18.39196,zeta0p8,0.00079109974,-0.0043600476,3.0931307e-07,-0.0009107293
18.592964,zeta0p8,-2.9832008e-05,-0.0044267606,-8.504974e-08,-0.0009148175
18.79397,zeta0p8,0.00058931665,-0.0044684904,2.430891e-07,-0.00092616404
18.994974,zeta0p8,7.132484e-05,-0.0045228004,-4.2000384e-08,-0.00093062886
19.19598,zeta0p8,0.0004227348,-0.0045611663,1.8679496e-07,-0.00093902444
19.396984,zeta0p8,0.00014220607,-0.0046041645,-9.346994e-09,-0.0009435777
19.59799,zeta0p8,0.00028740926,-0.004638487,1.3954993e-07,-0.0009495182
19.798994,zeta0p8,0.0001886966,-0.004671665,1.4651875e-08,-0.0009539587
20.0,zeta0p8,0.00017940429,-0.0047018714,1.0048902e-07,-0.0009579012
