epoch,zeta,train_loss,test_loss
1,zeta0p5,0.04011042043566704,0.03752032294869423
2,zeta0p5,0.04004652798175812,0.037465259432792664
3,zeta0p5,0.039993613958358765,0.03741425648331642
4,zeta0p5,0.03994421660900116,0.03736647963523865
5,zeta0p5,0.039897702634334564,0.03732428699731827
6,zeta0p5,0.03985661268234253,0.0372876338660717
7,zeta0p5,0.03982101380825043,0.03725490719079971
8,zeta0p5,0.03978932276368141,0.037225570529699326
9,zeta0p5,0.03976094350218773,0.03720007836818695
10,zeta0p5,0.03973624110221863,0.0371786393225193
11,zeta0p5,0.03971532732248306,0.037160493433475494
12,zeta0p5,0.039697352796792984,0.03714419901371002
13,zeta0p5,0.0396808460354805,0.037128694355487823
14,zeta0p5,0.03966474533081055,0.03711353614926338
15,zeta0p5,0.03964860364794731,0.03709845617413521
16,zeta0p5,0.03963219001889229,0.03708301857113838
17,zeta0p5,0.03961510583758354,0.037066761404275894
18,zeta0p5,0.039596911519765854,0.0370495431125164
19,zeta0p5,0.03957749903202057,0.037031617015600204
20,zeta0p5,0.03955714777112007,0.03701338917016983
21,zeta0p5,0.03953629359602928,0.03699512779712677
22,zeta0p5,0.03951522707939148,0.03697691485285759
23,zeta0p5,0.03949405997991562,0.03695883974432945
24,zeta0p5,0.039472926408052444,0.03694108873605728
25,zeta0p5,0.039452049881219864,0.0369238406419754
26,zeta0p5,0.03943164646625519,0.0369071401655674
27,zeta0p5,0.039411794394254684,0.03689082711935043
28,zeta0p5,0.0393923856317997,0.036874763667583466
29,zeta0p5,0.03937327116727829,0.03685886785387993
30,zeta0p5,0.03935441002249718,0.03684307634830475
31,zeta0p5,0.03933575004339218,0.03682726249098778
32,zeta0p5,0.03931717574596405,0.03681124374270439
33,zeta0p5,0.03929850459098816,0.03679487481713295
34,zeta0p5,0.039279595017433167,0.03677812218666077
35,zeta0p5,0.03926042467355728,0.03676098957657814
36,zeta0p5,0.039240993559360504,0.036743469536304474
37,zeta0p5,0.039221275597810745,0.036725547164678574
38,zeta0p5,0.03920125216245651,0.036707259714603424
39,zeta0p5,0.0391809418797493,0.0366886705160141
40,zeta0p5,0.03916040062904358,0.036669861525297165
41,zeta0p5,0.03913968428969383,0.036650869995355606
42,zeta0p5,0.03911881148815155,0.036631692200899124
43,zeta0p5,0.03909778222441673,0.036612369120121
44,zeta0p5,0.03907657787203789,0.03659289330244064
45,zeta0p5,0.039055224508047104,0.036573268473148346
46,zeta0p5,0.0390336848795414,0.03655342757701874
47,zeta0p5,0.039011891931295395,0.03653332591056824
48,zeta0p5,0.038989778608083725,0.036512915045022964
49,zeta0p5,0.0389673076570034,0.036492157727479935
50,zeta0p5,0.03894443064928055,0.03647100552916527
51,zeta0p5,0.03892109543085098,0.036449410021305084
52,zeta0p5,0.03889727219939232,0.03642735630273819
53,zeta0p5,0.03887292742729187,0.0364048108458519
54,zeta0p5,0.038848064839839935,0.036381784826517105
55,zeta0p5,0.03882267326116562,0.03635822609066963
56,zeta0p5,0.03879672661423683,0.03633410856127739
57,zeta0p5,0.03877021372318268,0.03630939871072769
58,zeta0p5,0.03874308988451958,0.03628402575850487
59,zeta0p5,0.038715314120054245,0.03625793755054474
60,zeta0p5,0.03868682682514191,0.03623104467988014
61,zeta0p5,0.038657549768686295,0.03620327636599541
62,zeta0p5,0.038627419620752335,0.03617456555366516
63,zeta0p5,0.038596365600824356,0.03614484518766403
64,zeta0p5,0.03856432065367699,0.03611405938863754
65,zeta0p5,0.03853122144937515,0.036082156002521515
66,zeta0p5,0.03849700838327408,0.03604907914996147
67,zeta0p5,0.03846164047718048,0.03601479157805443
68,zeta0p5,0.03842504322528839,0.03597922623157501
69,zeta0p5,0.03838716819882393,0.03594231978058815
70,zeta0p5,0.038347937166690826,0.03590399771928787
71,zeta0p5,0.038307271897792816,0.03586417809128761
72,zeta0p5,0.03826508671045303,0.035822778940200806
73,zeta0p5,0.038221295922994614,0.03577972576022148
74,zeta0p5,0.038175832480192184,0.03573496639728546
75,zeta0p5,0.038128629326820374,0.03568843752145767
76,zeta0p5,0.038079652935266495,0.035640109330415726
77,zeta0p5,0.038028866052627563,0.03558997064828873
78,zeta0p5,0.037976253777742386,0.03553801029920578
79,zeta0p5,0.037921834737062454,0.03548426926136017
80,zeta0p5,0.037865642458200455,0.03542880341410637
81,zeta0p5,0.03780774027109146,0.03537174314260483
82,zeta0p5,0.03774826228618622,0.03531327098608017
83,zeta0p5,0.03768739104270935,0.03525366634130478
84,zeta0p5,0.03762542083859444,0.035193298012018204
85,zeta0p5,0.03756273165345192,0.03513264283537865
86,zeta0p5,0.03749980032444,0.03507230430841446
87,zeta0p5,0.03743723779916763,0.035013001412153244
88,zeta0p5,0.03737577423453331,0.034955624490976334
89,zeta0p5,0.03731630742549896,0.034901171922683716
90,zeta0p5,0.037259865552186966,0.03485079109668732
91,zeta0p5,0.03720759227871895,0.03480561822652817
92,zeta0p5,0.03716064617037773,0.03476669639348984
93,zeta0p5,0.03712004795670509,0.034734658896923065
94,zeta0p5,0.03708644211292267,0.03470950946211815
95,zeta0p5,0.03705977648496628,0.034690361469984055
96,zeta0p5,0.03703911602497101,0.0346754714846611
97,zeta0p5,0.03702263906598091,0.03466260805726051
98,zeta0p5,0.037008024752140045,0.03464964032173157
99,zeta0p5,0.03699304163455963,0.03463505581021309
100,zeta0p5,0.03697612136602402,0.03461824357509613
101,zeta0p5,0.03695660084486008,0.03459939733147621
102,zeta0p5,0.03693465143442154,0.034579213708639145
103,zeta0p5,0.0369110032916069,0.03455859795212746
104,zeta0p5,0.036886584013700485,0.03453832492232323
105,zeta0p5,0.03686220571398735,0.03451889753341675
106,zeta0p5,0.036838430911302567,0.03450055420398712
107,zeta0p5,0.03681553155183792,0.034483298659324646
108,zeta0p5,0.03679355978965759,0.03446699306368828
109,zeta0p5,0.036772433668375015,0.0344514325261116
110,zeta0p5,0.03675199672579765,0.03443636745214462
111,zeta0p5,0.03673204407095909,0.034421589225530624
112,zeta0p5,0.036712393164634705,0.03440691903233528
113,zeta0p5,0.03669290617108345,0.034392260015010834
114,zeta0p5,0.036673497408628464,0.034377530217170715
115,zeta0p5,0.036654114723205566,0.03436271846294403
116,zeta0p5,0.03663474693894386,0.03434782102704048
117,zeta0p5,0.03661540150642395,0.03433285653591156
118,zeta0p5,0.036596108227968216,0.03431786969304085
119,zeta0p5,0.03657692298293114,0.034302905201911926
120,zeta0p5,0.036557868123054504,0.03428799659013748
121,zeta0p5,0.0365389883518219,0.034273162484169006
122,zeta0p5,0.036520276218652725,0.03425842151045799
123,zeta0p5,0.03650176152586937,0.03424379229545593
124,zeta0p5,0.036483436822891235,0.03422929346561432
125,zeta0p5,0.03646530956029892,0.03421494737267494
126,zeta0p5,0.036447376012802124,0.03420074284076691
127,zeta0p5,0.03642963245511055,0.034186698496341705
128,zeta0p5,0.0364120677113533,0.034172795712947845
129,zeta0p5,0.03639465570449829,0.03415902704000473
130,zeta0p5,0.036377400159835815,0.034145377576351166
131,zeta0p5,0.03636027127504349,0.03413183614611626
132,zeta0p5,0.036343250423669815,0.034118376672267914
133,zeta0p5,0.0363263264298439,0.03410499170422554
134,zeta0p5,0.03630947694182396,0.03409166261553764
135,zeta0p5,0.03629269450902939,0.03407838195562363
136,zeta0p5,0.03627597913146019,0.034065138548612595
137,zeta0p5,0.036259327083826065,0.03405192494392395
138,zeta0p5,0.03624274209141731,0.03403875604271889
139,zeta0p5,0.03622623533010483,0.03402562439441681
140,zeta0p5,0.036209817975759506,0.03401253744959831
141,zeta0p5,0.036193493753671646,0.0339994877576828
142,zeta0p5,0.03617727383971214,0.03398647904396057
143,zeta0p5,0.03616117313504219,0.033973511308431625
144,zeta0p5,0.03614518791437149,0.03396058827638626
145,zeta0p5,0.03612930700182915,0.03394770622253418
146,zeta0p5,0.03611353039741516,0.03393485024571419
147,zeta0p5,0.03609785437583923,0.03392203152179718
148,zeta0p5,0.03608226403594017,0.03390925005078316
149,zeta0p5,0.03606676682829857,0.03389650955796242
150,zeta0p5,0.03605135157704353,0.033883798867464066
151,zeta0p5,0.036036018282175064,0.03387115150690079
152,zeta0p5,0.036020759493112564,0.03385855257511139
153,zeta0p5,0.03600557893514633,0.03384603559970856
154,zeta0p5,0.035990484058856964,0.0338335856795311
155,zeta0p5,0.035975467413663864,0.0338212326169014
156,zeta0p5,0.035960543900728226,0.03380897641181946
157,zeta0p5,0.035945694893598557,0.03379680961370468
158,zeta0p5,0.03593093529343605,0.03378475829958916
159,zeta0p5,0.03591625392436981,0.033772800117731094
160,zeta0p5,0.03590165451169014,0.03376094996929169
161,zeta0p5,0.035887137055397034,0.03374920412898064
162,zeta0p5,0.0358726903796196,0.033737558871507645
163,zeta0p5,0.03585832938551903,0.03372602164745331
164,zeta0p5,0.03584403172135353,0.033714570105075836
165,zeta0p5,0.0358298197388649,0.03370322287082672
166,zeta0p5,0.03581567108631134,0.03369196504354477
167,zeta0p5,0.03580160439014435,0.03368079289793968
168,zeta0p5,0.035787612199783325,0.03366971015930176
169,zeta0p5,0.03577369451522827,0.033658698201179504
170,zeta0p5,0.035759855061769485,0.03364776074886322
171,zeta0p5,0.03574608638882637,0.03363689035177231
172,zeta0p5,0.03573239967226982,0.03362608328461647
173,zeta0p5,0.03571878746151924,0.03361533582210541
174,zeta0p5,0.03570524603128433,0.03360463306307793
175,zeta0p5,0.035691775381565094,0.033593982458114624
176,zeta0p5,0.03567838296294212,0.033583372831344604
177,zeta0p5,0.03566506505012512,0.03357281535863876
178,zeta0p5,0.035651810467243195,0.03356228768825531
179,zeta0p5,0.035638634115457535,0.03355180099606514
180,zeta0p5,0.035625528544187546,0.03354135900735855
181,zeta0p5,0.03561248630285263,0.03353094682097435
182,zeta0p5,0.03559952601790428,0.03352058678865433
183,zeta0p5,0.035586629062891006,0.03351026028394699
184,zeta0p5,0.035573810338974,0.033499982208013535
