epoch,zeta,train_loss,test_loss
1,zeta0p1,0.12769997119903564,0.12486007809638977
2,zeta0p1,0.12714728713035583,0.12433106452226639
3,zeta0p1,0.12661635875701904,0.12382286041975021
4,zeta0p1,0.1261064112186432,0.12333457171916962
5,zeta0p1,0.12561647593975067,0.12286509573459625
6,zeta0p1,0.12514549493789673,0.12241321802139282
7,zeta0p1,0.1246921718120575,0.12197757512331009
8,zeta0p1,0.12425514310598373,0.12155669927597046
9,zeta0p1,0.12383296340703964,0.12114918977022171
10,zeta0p1,0.12342415750026703,0.12075361609458923
11,zeta0p1,0.12302734702825546,0.1203688234090805
12,zeta0p1,0.12264136224985123,0.11999386548995972
13,zeta0p1,0.12226523458957672,0.1196279302239418
14,zeta0p1,0.12189818173646927,0.1192704513669014
15,zeta0p1,0.12153957039117813,0.11892089992761612
16,zeta0p1,0.1211889386177063,0.11857884377241135
17,zeta0p1,0.12084583938121796,0.11824392527341843
18,zeta0p1,0.12050986289978027,0.11791573464870453
19,zeta0p1,0.1201806291937828,0.11759386211633682
20,zeta0p1,0.11985772848129272,0.1172778531908989
21,zeta0p1,0.11954065412282944,0.11696716398000717
22,zeta0p1,0.11922894418239594,0.11666128784418106
23,zeta0p1,0.11892199516296387,0.11635960638523102
24,zeta0p1,0.11861921101808548,0.1160614937543869
25,zeta0p1,0.11832001805305481,0.11576631665229797
26,zeta0p1,0.11802372336387634,0.11547344923019409
27,zeta0p1,0.11772969365119934,0.11518225818872452
28,zeta0p1,0.11743734031915665,0.1148921400308609
29,zeta0p1,0.11714604496955872,0.11460256576538086
30,zeta0p1,0.11685525625944138,0.1143130213022232
31,zeta0p1,0.11656448245048523,0.11402299255132675
32,zeta0p1,0.11627320945262909,0.11373201012611389
33,zeta0p1,0.11598096787929535,0.11343961954116821
34,zeta0p1,0.1156872808933258,0.1131453588604927
35,zeta0p1,0.11539176851511002,0.11284887045621872
36,zeta0p1,0.11509394645690918,0.11254963278770447
37,zeta0p1,0.11479339748620987,0.11224725842475891
38,zeta0p1,0.11448966711759567,0.11194130778312683
39,zeta0p1,0.11418236792087555,0.1116313487291336
40,zeta0p1,0.11387099325656891,0.11131688952445984
41,zeta0p1,0.11355514824390411,0.11099755018949509
42,zeta0p1,0.11323437839746475,0.11067282408475876
43,zeta0p1,0.11290816962718964,0.11034222692251205
44,zeta0p1,0.11257610470056534,0.11000528186559677
45,zeta0p1,0.11223764717578888,0.1096615195274353
46,zeta0p1,0.11189231276512146,0.10931039601564407
47,zeta0p1,0.11153959482908249,0.1089513897895813
48,zeta0p1,0.11117894947528839,0.1085839569568634
49,zeta0p1,0.11080984771251678,0.10820756107568741
50,zeta0p1,0.1104317456483841,0.10782166570425034
51,zeta0p1,0.11004410684108734,0.10742568224668503
52,zeta0p1,0.10964635014533997,0.10701905190944672
53,zeta0p1,0.10923793911933899,0.10660123080015182
54,zeta0p1,0.10881831496953964,0.1061716079711914
55,zeta0p1,0.10838688910007477,0.10572962462902069
56,zeta0p1,0.107943095266819,0.10527467727661133
57,zeta0p1,0.10748635977506638,0.10480615496635437
58,zeta0p1,0.10701610893011093,0.10432349890470505
59,zeta0p1,0.10653172433376312,0.10382605344057083
60,zeta0p1,0.1060326024889946,0.10331321507692337
61,zeta0p1,0.1055181622505188,0.10278438776731491
62,zeta0p1,0.10498778522014618,0.10223895311355591
63,zeta0p1,0.10444089025259018,0.10167629271745682
64,zeta0p1,0.10387685894966125,0.10109582543373108
65,zeta0p1,0.10329511016607285,0.10049694776535034
66,zeta0p1,0.10269506275653839,0.09987913072109222
67,zeta0p1,0.10207618027925491,0.09924183785915375
68,zeta0p1,0.10143793374300003,0.09858459234237671
69,zeta0p1,0.10077986121177673,0.09790699183940887
70,zeta0p1,0.1001015305519104,0.09720870852470398
71,zeta0p1,0.09940262883901596,0.09648954123258591
72,zeta0p1,0.0986829549074173,0.09574945271015167
73,zeta0p1,0.09794244170188904,0.09498854726552963
74,zeta0p1,0.09718118607997894,0.09420718997716904
75,zeta0p1,0.09639957547187805,0.09340602159500122
76,zeta0p1,0.09559818357229233,0.09258603304624557
77,zeta0p1,0.09477797150611877,0.09174858778715134
78,zeta0p1,0.09394030272960663,0.0908956229686737
79,zeta0p1,0.09308705478906631,0.09002955257892609
80,zeta0p1,0.09222058951854706,0.08915353566408157
81,zeta0p1,0.09134402871131897,0.08827149122953415
82,zeta0p1,0.09046124666929245,0.08738824725151062
83,zeta0p1,0.08957698941230774,0.086509570479393
84,zeta0p1,0.08869701623916626,0.08564236760139465
85,zeta0p1,0.0878281369805336,0.08479458838701248
86,zeta0p1,0.08697833865880966,0.08397527039051056
87,zeta0p1,0.08615656942129135,0.08319424837827682
88,zeta0p1,0.08537272363901138,0.0824618712067604
89,zeta0p1,0.08463722467422485,0.0817883312702179
90,zeta0p1,0.08396033942699432,0.08118274062871933
91,zeta0p1,0.08335144817829132,0.08065202087163925
92,zeta0p1,0.08281773328781128,0.08019961416721344
93,zeta0p1,0.08236309140920639,0.07982439547777176
94,zeta0p1,0.08198689669370651,0.0795200988650322
95,zeta0p1,0.08168350160121918,0.07927566766738892
96,zeta0p1,0.08144233375787735,0.07907643169164658
97,zeta0p1,0.08124921470880508,0.07890643924474716
98,zeta0p1,0.08108837902545929,0.07875088602304459
99,zeta0p1,0.0809449851512909,0.07859837263822556
100,zeta0p1,0.08080727607011795,0.0784420371055603
101,zeta0p1,0.08066776394844055,0.07827956974506378
102,zeta0p1,0.08052340149879456,0.07811225950717926
103,zeta0p1,0.08037467300891876,0.07794353365898132
104,zeta0p1,0.08022424578666687,0.07777758687734604
105,zeta0p1,0.08007559925317764,0.07761816680431366
106,zeta0p1,0.07993198931217194,0.07746800780296326
107,zeta0p1,0.0797957330942154,0.07732848823070526
108,zeta0p1,0.07966801524162292,0.07719984650611877
109,zeta0p1,0.0795489177107811,0.0770813599228859
110,zeta0p1,0.07943776994943619,0.07697184383869171
111,zeta0p1,0.07933348417282104,0.076869897544384
112,zeta0p1,0.07923486083745956,0.0767742469906807
113,zeta0p1,0.07914085686206818,0.076683908700943
114,zeta0p1,0.07905073463916779,0.07659818977117538
115,zeta0p1,0.07896409928798676,0.07651670277118683
116,zeta0p1,0.07888083159923553,0.07643919438123703
117,zeta0p1,0.0788009837269783,0.07636553049087524
118,zeta0p1,0.0787246823310852,0.07629547268152237
119,zeta0p1,0.07865193486213684,0.07622864842414856
120,zeta0p1,0.07858259975910187,0.07616449147462845
121,zeta0p1,0.07851633429527283,0.07610222697257996
122,zeta0p1,0.07845254987478256,0.07604101300239563
123,zeta0p1,0.07839052379131317,0.07597992569208145
124,zeta0p1,0.07832946628332138,0.07591816782951355
125,zeta0p1,0.07826865464448929,0.07585512846708298
126,zeta0p1,0.07820750027894974,0.0757904127240181
127,zeta0p1,0.07814563065767288,0.07572393864393234
128,zeta0p1,0.07808294892311096,0.07565589249134064
129,zeta0p1,0.07801956683397293,0.07558665424585342
130,zeta0p1,0.07795580476522446,0.07551674544811249
131,zeta0p1,0.07789206504821777,0.07544674724340439
132,zeta0p1,0.07782883197069168,0.0753772109746933
133,zeta0p1,0.07776651531457901,0.0753086507320404
134,zeta0p1,0.0777054876089096,0.07524144649505615
135,zeta0p1,0.07764603197574615,0.07517591118812561
136,zeta0p1,0.07758828997612,0.07511221617460251
137,zeta0p1,0.0775323212146759,0.0750504732131958
138,zeta0p1,0.07747812569141388,0.07499067485332489
139,zeta0p1,0.07742560654878616,0.07493278384208679
140,zeta0p1,0.07737463712692261,0.07487669587135315
141,zeta0p1,0.07732503861188889,0.07482227683067322
142,zeta0p1,0.07727663218975067,0.07476937025785446
143,zeta0p1,0.07722923904657364,0.07471782714128494
144,zeta0p1,0.07718268036842346,0.07466748356819153
145,zeta0p1,0.0771368145942688,0.07461822777986526
146,zeta0p1,0.07709153741598129,0.074569933116436
147,zeta0p1,0.07704676687717438,0.07452251762151718
148,zeta0p1,0.07700246572494507,0.07447592914104462
149,zeta0p1,0.07695863395929337,0.07443010807037354
150,zeta0p1,0.07691532373428345,0.07438503205776215
151,zeta0p1,0.07687252759933472,0.07434065639972687
152,zeta0p1,0.07683029770851135,0.07429690659046173
153,zeta0p1,0.07678867131471634,0.07425377517938614
154,zeta0p1,0.07674761116504669,0.07421118021011353
155,zeta0p1,0.07670716941356659,0.07416906207799911
156,zeta0p1,0.07666728645563126,0.07412736862897873
157,zeta0p1,0.07662798464298248,0.07408607751131058
158,zeta0p1,0.0765892043709755,0.07404515892267227
159,zeta0p1,0.07655095309019089,0.07400461286306381
160,zeta0p1,0.07651323080062866,0.07396445423364639
161,zeta0p1,0.07647604495286942,0.07392473518848419
